Season,short_name,long_name,age,dob,height_cm,weight_kg,club_name,league_name,overall,potential,value_eur,wage_eur,player_positions,preferred_foot,release_clause_eur,nation_position,nation_jersey_number,previous_edition_overall,long_name1,club_name1
2019/20,J. Brunet,Juan Ignacio Brunet Bordin,22,1998-01-24,190,82,Granada CF,Spain Primera Division,60,69,525000.0,3000.0,"CDM, CB",Right,690000.0,,,,Juan Ignacio Brunet Bordin,Granada CF
2019/20,R. Yapi,Romaric Yapi,19,2000-07-13,178,70,Brighton & Hove Albion,English Premier League,60,75,550000.0,4000.0,RB,Right,1000000.0,,,,Romaric Yapi,Brighton & Hove Albion
2019/20,Kaique Rocha,Kaique Rocha Lima,19,2001-02-28,195,90,U.C. Sampdoria,Italian Serie A,60,77,600000.0,1000.0,RB,Right,970000.0,,,,Kaique Rocha Lima,U.C. Sampdoria
2019/20,Zarco,Amador Antonio Zarco Jiménez,22,1998-05-08,190,77,SD Eibar,Spain Primera Division,60,69,475000.0,2000.0,GK,Right,575000.0,,,,Amador Antonio Zarco Jimenez,SD Eibar
2019/20,Adrián,Adrián Rodríguez Giménez,19,2000-12-12,195,83,Deportivo Alavés,Spain Primera Division,60,79,575000.0,1000.0,GK,Right,1000000.0,,,,Adrian Rodriguez Gimenez,Deportivo Alaves
2019/20,M. Goodridge,Mace Lewin Goodridge,20,1999-09-13,178,70,Burnley,English Premier League,60,68,550000.0,6000.0,CM,Right,630000.0,,,,Mace Lewin Goodridge,Burnley
2019/20,A. Valerio,Antoine Valério,20,1999-12-11,185,75,Nîmes Olympique,French Ligue 1,60,75,600000.0,3000.0,CM,Left,1200000.0,,,,Antoine Valerio,Nimes Olympique
2019/20,N. Woltemade,Nick Woltemade,18,2002-02-14,198,78,SV Werder Bremen,German 1. Bundesliga,60,76,625000.0,2000.0,ST,Right,988000.0,,,,Nick Woltemade,SV Werder Bremen
2019/20,B. Badu,Bastian Badu,20,2000-02-02,188,86,Montpellier Hérault SC,French Ligue 1,60,74,600000.0,4000.0,ST,Left,1200000.0,,,,Bastian Badu,Montpellier Herault SC
2019/20,D. Traore,Amad Diallo Traoré,17,2002-07-11,174,70,Atalanta,Italian Serie A,60,80,675000.0,2000.0,ST,Left,1100000.0,,,,Amad Diallo Traore,Atalanta
2019/20,Carlos Marín,Carlos Marín Tomás,23,1997-02-20,187,75,Real Betis Balompié,Spain Primera Division,60,68,475000.0,2000.0,GK,Right,552000.0,,,,Carlos Marin Tomas,Real Betis Balompie
2019/20,M. Beier,Maximilian Beier,17,2002-10-17,183,70,TSG Hoffenheim,German 1. Bundesliga,60,75,575000.0,1000.0,ST,Right,988000.0,,,,Maximilian Beier,TSG Hoffenheim
2019/20,T. Doyle,Thomas Glyn Doyle,18,2001-10-17,172,72,Manchester City,English Premier League,60,82,775000.0,5000.0,CM,Right,1400000.0,,,,Thomas Glyn Doyle,Manchester City
2019/20,S. Abdulai,Sabit Abdulai,21,1999-05-11,185,77,Getafe CF,Spain Primera Division,60,70,525000.0,3000.0,"CDM, CM, CB",Right,690000.0,,,,Sabit Abdulai,Getafe CF
2019/20,J. García,Jean Paul García,18,2002-05-24,186,77,Getafe CF,Spain Primera Division,60,77,550000.0,500.0,GK,Right,954000.0,,,,Jean Paul Garcia,Getafe CF
2019/20,M. Juwara,Musa Juwara,18,2001-12-26,170,60,Bologna,Italian Serie A,60,78,625000.0,2000.0,ST,Left,1000000.0,,,,Musa Juwara,Bologna
2019/20,Pepe Sánchez,José Sánchez Martínez,20,2000-03-02,183,75,Granada CF,Spain Primera Division,60,75,550000.0,3000.0,"CB, CDM",Right,1200000.0,,,,Jose Sanchez Martinez,Granada CF
2019/20,T. Vargas,Thibaut Vargas,20,2000-05-22,175,68,Montpellier Hérault SC,French Ligue 1,60,73,575000.0,3000.0,RB,Right,984000.0,,,,Thibaut Vargas,Montpellier Herault SC
2019/20,M. Rivera,Maxence Rivera,18,2002-05-30,168,68,AS Saint-Étienne,French Ligue 1,60,78,625000.0,2000.0,"RW, ST, LW",Right,1100000.0,,,,Maxence Rivera,AS Saint-Etienne
2019/20,Zabarte,Gorka Zabarte Moreno,21,1999-01-09,175,76,CA Osasuna,Spain Primera Division,60,72,575000.0,3000.0,"CB, RB",Right,805000.0,,,,Gorka Zabarte Moreno,CA Osasuna
2019/20,E. Caprile,Elia Caprile,18,2001-08-25,191,74,Leeds United,English Premier League,60,78,550000.0,1000.0,GK,Right,919000.0,,,,Elia Caprile,Leeds United
2019/20,A. Tsague,Akram Tsague,20,2000-05-12,177,77,FC Nantes,French Ligue 1,60,70,550000.0,3000.0,"CAM, ST",Right,715000.0,,,,Akram Tsague,FC Nantes
2019/20,U. Bertelli,Ugo Bertelli,16,2003-07-15,168,62,Olympique de Marseille,French Ligue 1,60,76,600000.0,700.0,CM,Right,1000000.0,,,,Ugo Bertelli,Olympique de Marseille
2019/20,Jabez Makanda,Jabez Makanda Maleko,18,2001-08-08,186,80,Eintracht Frankfurt,German 1. Bundesliga,60,73,575000.0,2000.0,"CF, RM, ST",Right,872000.0,,,,Jabez Makanda Maleko,Eintracht Frankfurt
2019/20,M. Mustapha,Marlon Suliman Mustapha,19,2001-05-24,183,82,1. FSV Mainz 05,German 1. Bundesliga,60,72,600000.0,3000.0,ST,Right,750000.0,,,,Marlon Suliman Mustapha,1. FSV Mainz 05
2019/20,J. Le Douaron,Jérémy Le Douaron,22,1998-04-21,189,77,Stade Brestois 29,French Ligue 1,60,70,550000.0,3000.0,ST,Left,715000.0,,,,Jeremy Le Douaron,Stade Brestois 29
2019/20,K. Bemanga,Kevin Balongo Bemanga,22,1998-04-20,175,68,Angers SCO,French Ligue 1,60,68,550000.0,4000.0,"RW, CAM",Right,660000.0,,,,Kevin Balongo Bemanga,Angers SCO
2019/20,T. Boulhendi,Teddy Boulhendi,19,2001-04-09,185,82,OGC Nice,French Ligue 1,60,75,500000.0,2000.0,GK,Right,947000.0,,,,Teddy Boulhendi,OGC Nice
2019/20,M. Robin,Milan Robin,20,1999-11-24,180,70,FC Metz,French Ligue 1,60,71,550000.0,2000.0,"CF, CAM",Right,770000.0,,,,Milan Robin,FC Metz
2019/20,C. Dalle Mura,Christian Dalle Mura,18,2002-02-02,180,70,Fiorentina,Italian Serie A,60,76,600000.0,2000.0,CB,Left,930000.0,,,,Christian Dalle Mura,Fiorentina
2019/20,Novoa,Hugo Novoa Ramos,17,2003-01-24,176,65,RB Leipzig,German 1. Bundesliga,60,78,625000.0,1000.0,ST,Right,988000.0,,,,Hugo Novoa Ramos,RB Leipzig
2019/20,K. Benvindo,Killian Benvindo,19,2001-04-26,174,66,Stade Brestois 29,French Ligue 1,60,70,525000.0,2000.0,CAM,Right,715000.0,,,,Killian Benvindo,Stade Brestois 29
2019/20,Gerard Barri,Gerard Barri Paytuvi,19,2001-01-02,178,72,Elche CF,Spain Primera Division,60,75,550000.0,1000.0,RB,Right,1100000.0,,,,Gerard Barri Paytuvi,Elche CF
2019/20,José Fontán,José Manuel Fontán Mondragón,20,2000-02-11,180,75,RC Celta de Vigo,Spain Primera Division,60,69,525000.0,2000.0,"LB, CB",Left,690000.0,,,,Jose Manuel Fontan Mondragon,RC Celta de Vigo
2019/20,Y. Schlößer,Yannick Schlößer,18,2002-03-29,173,72,Bayer 04 Leverkusen,German 1. Bundesliga,60,76,625000.0,4000.0,"RW, LW",Right,988000.0,,,,Yannick Schloer,Bayer 04 Leverkusen
2019/20,Unai,Unai Arietaleanizbeaskoa Miota,21,1999-01-21,175,70,SD Eibar,Spain Primera Division,60,71,550000.0,3000.0,ST,Left,805000.0,,,,Unai Arietaleanizbeaskoa Miota,SD Eibar
2019/20,S. Diallo,Sadou Diallo,21,1999-06-10,188,82,Wolverhampton Wanderers,English Premier League,59,72,550000.0,8000.0,CM,Right,758000.0,,,,Sadou Diallo,Wolverhampton Wanderers
2019/20,D. N'Lundulu,Dan N'Lundulu,21,1999-02-05,180,75,Southampton,English Premier League,59,70,500000.0,6000.0,ST,Right,578000.0,,,,Dan N'Lundulu,Southampton
2019/20,A. Bordin,Alessandro Bordin,21,1998-08-01,176,65,Spezia,Italian Serie A,59,70,500000.0,2000.0,CM,Right,550000.0,,,,Alessandro Bordin,Spezia
2019/20,P. Hristov,Petko Hristov,21,1999-03-01,191,85,Fiorentina,Italian Serie A,59,73,525000.0,5000.0,CB,Right,756000.0,,,,Petko Hristov,Fiorentina
2019/20,B. Taz,Berkan Taz,21,1998-12-19,174,72,1. FC Union Berlin,German 1. Bundesliga,59,73,550000.0,3000.0,CAM,Right,849000.0,,,,Berkan Taz,1. FC Union Berlin
2019/20,C. Coventry,Conor Coventry,20,2000-03-25,175,65,West Ham United,English Premier League,59,74,550000.0,5000.0,"CM, CDM",Right,884000.0,,,58.0,Conor Coventry,West Ham United
2019/20,M. Sanders,Max Harrison Sanders,21,1999-01-04,176,80,Brighton & Hove Albion,English Premier League,59,73,550000.0,6000.0,"CM, RB",Right,884000.0,,,58.0,Max Harrison Sanders,Brighton & Hove Albion
2019/20,W. Moustache,Wesley Moustache Mayeko,21,1999-02-26,177,80,FC Nantes,French Ligue 1,59,68,475000.0,3000.0,LB,Left,484000.0,,,,Wesley Moustache Mayeko,FC Nantes
2019/20,E. Sørensen,Elias Fritjof Grænge Sørensen,20,1999-09-18,189,77,Newcastle United,English Premier League,59,73,550000.0,5000.0,ST,Right,884000.0,,,60.0,Elias Fritjof Grnge Srensen,Newcastle United
2019/20,A. Bakir,Alaa Hamad Bakir,19,2001-01-15,179,71,Borussia Dortmund,German 1. Bundesliga,59,77,575000.0,4000.0,"RM, LM, CAM",Right,756000.0,,,58.0,Alaa Hamad Bakir,Borussia Dortmund
2019/20,K. Bafounta,Kamal Bafounta Ortega,18,2002-01-08,193,81,Borussia Dortmund,German 1. Bundesliga,59,78,550000.0,2000.0,CDM,Right,698000.0,,,59.0,Kamal Bafounta Ortega,Borussia Dortmund
2019/20,J. Illanes,Julián Illanes Minucci,23,1997-03-10,186,80,Fiorentina,Italian Serie A,59,67,475000.0,6000.0,"CB, RB",Right,399000.0,,,,Julian Illanes Minucci,Fiorentina
2019/20,A. Gürleyen,Ahmet Ege Gürleyen,21,1999-04-26,192,90,1. FSV Mainz 05,German 1. Bundesliga,59,74,525000.0,3000.0,CB,Right,788000.0,,,60.0,Ahmet Ege Gurleyen,1. FSV Mainz 05
2019/20,D. Parkhouse,David Cain Parkhouse,20,1999-10-24,185,81,Sheffield United,English Premier League,59,71,550000.0,5000.0,ST,Right,578000.0,,,59.0,David Cain Parkhouse,Sheffield United
2019/20,E. Ferigra,Erick Steven Ferigra Burnham,21,1999-02-07,188,79,Torino F.C.,Italian Serie A,59,72,525000.0,4000.0,CB,Right,639000.0,,,59.0,Erick Steven Ferigra Burnham,Torino F.C.
2019/20,Algobia,Ángel Algobia Esteves,21,1999-06-23,180,78,Getafe CF,Spain Primera Division,59,73,550000.0,3000.0,CM,Right,954000.0,,,60.0,Angel Algobia Esteves,Getafe CF
2019/20,Almerge,Javier Almerge Viñuales,19,2001-01-01,178,69,SD Huesca,Spain Primera Division,59,75,550000.0,2000.0,RB,Right,848000.0,,,56.0,Javier Almerge Vinuales,SD Huesca
2019/20,M. Mbow,Moustapha Mbow,20,2000-03-08,192,74,Stade de Reims,French Ligue 1,59,75,550000.0,3000.0,CB,Right,853000.0,,,,Moustapha Mbow,Stade de Reims
2019/20,O. Casey,Oliver Casey,19,2000-12-19,188,78,Leeds United,English Premier League,59,75,550000.0,6000.0,"CB, CDM",Right,788000.0,,,,Oliver Casey,Leeds United
2019/20,J. Mundle-Smith,Jaydn Josiah Mundle-Smith,20,1999-12-17,183,75,Fulham,English Premier League,59,71,525000.0,8000.0,"LB, CB",Left,525000.0,,,,Jaydn Josiah Mundle-Smith,Fulham
2019/20,N. Thiede,Niclas Thiede,21,1999-04-14,186,85,Sport-Club Freiburg,German 1. Bundesliga,59,71,475000.0,2000.0,GK,Left,460000.0,,,,Niclas Thiede,Sport-Club Freiburg
2019/20,T. Coulibaly,Tanguy Coulibaly,19,2001-02-18,175,72,VfB Stuttgart,German 1. Bundesliga,59,73,525000.0,2000.0,"LW, RW, CF",Left,788000.0,,,62.0,Tanguy Coulibaly,VfB Stuttgart
2019/20,B. Duncan,Bobby Duncan,19,2001-06-25,176,69,Fiorentina,Italian Serie A,59,79,625000.0,5000.0,ST,Left,878000.0,,,,Bobby Duncan,Fiorentina
2019/20,C. Sene,Cheikh Cory Sene,19,2001-04-20,196,94,Racing Club de Lens,French Ligue 1,59,78,550000.0,3000.0,CB,Right,788000.0,,,59.0,Cheikh Cory Sene,Racing Club de Lens
2019/20,Carlos Kevin,Carlos Kevin Omoruyi Benjamin,19,2001-01-01,178,71,SD Huesca,Spain Primera Division,59,76,575000.0,2000.0,ST,Right,918000.0,,,60.0,Carlos Kevin Omoruyi Benjamin,SD Huesca
2019/20,V. Pinto,Vincenzo Pinto,19,2000-10-31,185,75,Spezia,Italian Serie A,59,74,550000.0,2000.0,ST,Right,788000.0,,,60.0,Vincenzo Pinto,Spezia
2019/20,L. Mercan,Münir Levent Mercan,19,2000-12-10,176,69,FC Schalke 04,German 1. Bundesliga,59,79,625000.0,2000.0,"CM, CAM",Left,878000.0,,,,Munir Levent Mercan,FC Schalke 04
2019/20,W. Singo,Wilfried Stephane Singo,19,2000-12-25,190,79,Torino F.C.,Italian Serie A,59,76,550000.0,3000.0,CB,Right,698000.0,,,61.0,Wilfried Stephane Singo,Torino F.C.
2019/20,Luis Castillo,Luis Castillo Grau,20,2000-01-31,183,79,Elche CF,Spain Primera Division,59,73,475000.0,1000.0,GK,Right,848000.0,,,,Luis Castillo Grau,Elche CF
2019/20,César Moreno,César Moreno Meca,19,2001-04-23,183,71,Elche CF,Spain Primera Division,59,75,575000.0,2000.0,"CM, CDM",Right,918000.0,,,,Cesar Moreno Meca,Elche CF
2019/20,P. Pinto,Pierluigi Pinto,21,1998-09-22,188,78,Fiorentina,Italian Serie A,59,69,475000.0,5000.0,CB,Right,437000.0,,,,Pierluigi Pinto,Fiorentina
2019/20,N. Tauer,Niklas Tauer,19,2001-02-17,183,72,1. FSV Mainz 05,German 1. Bundesliga,59,75,550000.0,2000.0,"CDM, CB",Right,788000.0,,,,Niklas Tauer,1. FSV Mainz 05
2019/20,Ekhi Bravo,Ekhi Bravo Díaz,22,1997-11-30,180,75,SD Eibar,Spain Primera Division,59,70,500000.0,4000.0,CAM,Right,633000.0,,,,Ekhi Bravo Diaz,SD Eibar
2019/20,F. Poulolo,Florent Gregoire Poulolo,23,1997-01-02,189,80,Getafe CF,Spain Primera Division,59,68,500000.0,4000.0,"CM, CDM",Right,552000.0,,,,Florent Gregoire Poulolo,Getafe CF
2019/20,L. Egloff,Lilian Egloff,17,2002-08-20,183,80,VfB Stuttgart,German 1. Bundesliga,59,81,700000.0,500.0,"CAM, RW, CF",Right,980000.0,,,,Lilian Egloff,VfB Stuttgart
2019/20,Indjai Correia,Edmilson Indjai Correia,20,2000-06-06,176,82,AS Saint-Étienne,French Ligue 1,59,72,550000.0,4000.0,"ST, LW",Right,788000.0,,,,Edmilson Indjai Correia,AS Saint-Etienne
2019/20,Cubero,Sergio Cubero Ezcurra,20,1999-09-05,187,71,SD Eibar,Spain Primera Division,59,68,475000.0,3000.0,"RB, CB",Right,506000.0,,,,Sergio Cubero Ezcurra,SD Eibar
2019/20,S. Ngapandouetnbu,Simon Brady Ngapandouetnbu,17,2003-04-12,187,73,Olympique de Marseille,French Ligue 1,59,74,450000.0,500.0,GK,Right,631000.0,,,,Simon Brady Ngapandouetnbu,Olympique de Marseille
2019/20,M. El Ghezouani,Mourad Daoudi El Ghezouani,22,1998-05-27,185,80,Elche CF,Spain Primera Division,59,67,500000.0,3000.0,ST,Right,552000.0,,,,Mourad Daoudi El Ghezouani,Elche CF
2019/20,B. Pierrick,Brandon Leroy Pierrick Keutcha,18,2001-12-10,183,79,Crystal Palace,English Premier League,59,78,575000.0,3000.0,"CAM, RM",Right,821000.0,,,,Brandon Leroy Pierrick Keutcha,Crystal Palace
2019/20,E. Pizzuto,Eugenio Pizzuto Puga,18,2002-05-13,179,69,LOSC Lille,French Ligue 1,59,82,675000.0,1000.0,CDM,Left,943000.0,,,,Eugenio Pizzuto Puga,LOSC Lille
2019/20,D. Maldini,Daniel Maldini,18,2001-10-11,186,76,AC Milan,Italian Serie A,59,79,625000.0,2000.0,CAM,Right,878000.0,,,,Daniel Maldini,AC Milan
2019/20,Alkain,Xeber Alkain Mitxelena,23,1997-06-26,174,69,Real Sociedad,Spain Primera Division,59,68,500000.0,4000.0,"RW, CAM",Right,552000.0,,,,Xeber Alkain Mitxelena,Real Sociedad
2019/20,Jony Álamo,Jonatan Carmona Álamo,18,2001-09-25,175,64,Elche CF,Spain Primera Division,59,77,550000.0,800.0,CDM,Right,848000.0,,,,Jonatan Carmona Alamo,Elche CF
2019/20,G. Di Serio,Giuseppe Di Serio,18,2001-07-20,182,78,Benevento,Italian Serie A,59,69,475000.0,1000.0,ST,Right,460000.0,,,,Giuseppe Di Serio,Benevento
2019/20,Santiago Eneme,Santiago Eneme-Bocari,19,2000-09-29,183,65,FC Nantes,French Ligue 1,59,73,525000.0,2000.0,"CAM, LW",Right,853000.0,,,,Santiago Eneme-Bocari,FC Nantes
2019/20,S. Karamoko,Setigui Karamoko,20,1999-10-10,192,80,AS Saint-Étienne,French Ligue 1,59,70,450000.0,3000.0,CB,Left,550000.0,,,,Setigui Karamoko,AS Saint-Etienne
2019/20,F. Otto,Fynn Otto,18,2002-03-08,192,84,Eintracht Frankfurt,German 1. Bundesliga,59,75,550000.0,1000.0,CB,Right,698000.0,,,,Fynn Otto,Eintracht Frankfurt
2019/20,A. Ghion,Andrea Ghion,20,2000-02-23,177,70,U.S. Sassuolo Calcio,Italian Serie A,59,74,525000.0,3000.0,CDM,Right,756000.0,,,,Andrea Ghion,U.S. Sassuolo Calcio
2019/20,N. Fatar,Noah Fatar,18,2002-02-15,167,62,Angers SCO,French Ligue 1,59,79,625000.0,2000.0,RW,Left,975000.0,,,,Noah Fatar,Angers SCO
2019/20,G. Cangiano,Gianmarco Cangiano,18,2001-11-16,170,67,Bologna,Italian Serie A,59,75,575000.0,2000.0,"LW, ST",Right,788000.0,,,,Gianmarco Cangiano,Bologna
2019/20,L. Gourna-Douath,Lucas Gourna-Douath,16,2003-08-05,185,70,AS Saint-Étienne,French Ligue 1,59,79,600000.0,600.0,"CM, CDM",Right,900000.0,,,,Lucas Gourna-Douath,AS Saint-Etienne
2019/20,H. Ekitike,Hugo Ekitike,18,2002-06-20,189,70,Stade de Reims,French Ligue 1,59,78,575000.0,2000.0,ST,Right,853000.0,,,,Hugo Ekitike,Stade de Reims
2019/20,D. Ndiaye,Dialy Kobaly Ndiaye,20,1999-07-04,193,79,Stade de Reims,French Ligue 1,59,71,475000.0,2000.0,GK,Left,506000.0,,,,Dialy Kobaly Ndiaye,Stade de Reims
2019/20,M. Ballarini,Marco Ballarini,19,2001-03-28,186,77,Udinese Calcio,Italian Serie A,59,74,525000.0,2000.0,"CM, RB, RM",Right,788000.0,,,,Marco Ballarini,Udinese Calcio
2019/20,I. Ouattara,Fadiga Ouattara,19,2001-01-18,182,74,LOSC Lille,French Ligue 1,59,78,575000.0,3000.0,ST,Left,821000.0,,,,Fadiga Ouattara,LOSC Lille
2019/20,M. Cissé,Alkhaly Momo Cissé,17,2002-10-17,178,64,VfB Stuttgart,German 1. Bundesliga,59,76,550000.0,800.0,"RW, LW",Right,728000.0,,,,Alkhaly Momo Cisse,VfB Stuttgart
2019/20,A. Oudjani,Adam Oudjani,18,2001-08-29,185,75,Racing Club de Lens,French Ligue 1,59,78,575000.0,2000.0,CAM,Right,853000.0,,,,Adam Oudjani,Racing Club de Lens
2019/20,K. Boma,Kévin Boma,17,2002-11-20,187,73,Angers SCO,French Ligue 1,59,78,525000.0,500.0,CB,Right,722000.0,,,,Kevin Boma,Angers SCO
2019/20,Salinas,José Salinas Morán,19,2000-09-30,179,69,Elche CF,Spain Primera Division,59,72,500000.0,1000.0,LB,Left,777000.0,,,,Jose Salinas Moran,Elche CF
2019/20,Iago Domínguez,Iago Domínguez Rodríguez,18,2001-11-22,180,75,RC Celta de Vigo,Spain Primera Division,59,78,500000.0,500.0,GK,Right,749000.0,,,,Iago Dominguez Rodriguez,RC Celta de Vigo
2019/20,T. Arokodare,Toluwalase Emmanuel Arokodare,19,2000-11-23,197,85,1. FC Köln,German 1. Bundesliga,59,73,550000.0,3000.0,ST,Right,788000.0,,,,Toluwalase Emmanuel Arokodare,1. FC Koln
2019/20,Eñaut Mendia,Eñaut Mendiaren Berasategi,21,1999-06-25,178,73,SD Eibar,Spain Primera Division,59,71,550000.0,3000.0,ST,Right,633000.0,,,,Enaut Mendiaren Berasategi,SD Eibar
2019/20,G. Ricci,Giacomo Ricci,23,1996-09-02,180,75,Parma,Italian Serie A,58,62,275000.0,4000.0,LB,Right,281000.0,,,55.0,Giacomo Ricci,Parma
2019/20,Mésaque Djú,Mésaque Geremias Djú,21,1999-03-18,178,63,West Ham United,English Premier League,58,71,500000.0,5000.0,"RM, LM",Right,631000.0,,,58.0,Mesaque Geremias Dju,West Ham United
2019/20,J. Holsgrove,Jordan Holsgrove,20,1999-09-10,178,74,RC Celta de Vigo,Spain Primera Division,58,72,500000.0,3000.0,"CM, RM, LM",Left,749000.0,,,,Jordan Holsgrove,RC Celta de Vigo
2019/20,J. Valencia,Jader Andrés Valencia Mena,20,1999-11-15,188,80,Racing Club de Lens,French Ligue 1,58,75,550000.0,5000.0,ST,Left,722000.0,,,59.0,Jader Andres Valencia Mena,Racing Club de Lens
2019/20,G. Borello,Giuseppe Borello,21,1999-04-28,167,60,Crotone,Italian Serie A,58,72,500000.0,2000.0,RW,Left,667000.0,,,,Giuseppe Borello,Crotone
2019/20,J. Soule,Jamie Soule,19,2000-11-26,172,58,West Bromwich Albion,English Premier League,58,75,525000.0,7000.0,ST,Right,722000.0,,,,Jamie Soule,West Bromwich Albion
2019/20,S. Ben Amar,Sami Ben Amar,22,1998-03-02,185,76,Nîmes Olympique,French Ligue 1,58,68,450000.0,4000.0,ST,Right,462000.0,,,57.0,Sami Ben Amar,Nimes Olympique
2019/20,R. Slater,Regan Slater,20,1999-09-11,173,65,Sheffield United,English Premier League,58,72,500000.0,4000.0,CM,Right,694000.0,,,59.0,Regan Slater,Sheffield United
2019/20,O. Afolayan,Oladapo Joshua Afolayan,22,1997-09-11,180,70,West Ham United,English Premier League,58,67,450000.0,6000.0,ST,Right,420000.0,,,57.0,Oladapo Joshua Afolayan,West Ham United
2019/20,J. Rieckmann,Julian Rieckmann,19,2000-08-01,186,76,SV Werder Bremen,German 1. Bundesliga,58,75,500000.0,2000.0,"CB, CDM",Right,581000.0,,,59.0,Julian Rieckmann,SV Werder Bremen
2019/20,Javi López,Javier López Vergara,19,2001-01-16,176,69,Elche CF,Spain Primera Division,58,71,475000.0,2000.0,"CM, CDM",Right,678000.0,,,58.0,Javier Lopez Vergara,Elche CF
2019/20,N. Niemann,Noel Niemann,20,1999-11-14,171,60,DSC Arminia Bielefeld,German 1. Bundesliga,58,75,550000.0,3000.0,"ST, CAM",Right,667000.0,,,55.0,Noel Niemann,DSC Arminia Bielefeld
2019/20,L. Ntumba,Lévi Kahamba Ntumba,19,2001-01-12,194,82,Dijon FCO,French Ligue 1,58,74,475000.0,750.0,GK,Left,604000.0,,,58.0,Levi Kahamba Ntumba,Dijon FCO
2019/20,Relu,José María Relucio Gallego,22,1998-02-09,183,74,Getafe CF,Spain Primera Division,58,66,425000.0,3000.0,CDM,Left,391000.0,,,,Jose Maria Relucio Gallego,Getafe CF
2019/20,M. Barcola,Malcolm Barcola,21,1999-05-14,197,83,Olympique Lyonnais,French Ligue 1,58,72,450000.0,4000.0,GK,Right,606000.0,,,,Malcolm Barcola,Olympique Lyonnais
2019/20,O. Hanin,Omer Hanin,22,1998-05-14,190,80,1. FSV Mainz 05,German 1. Bundesliga,58,68,400000.0,3000.0,GK,Right,320000.0,,,,Omer Hanin,1. FSV Mainz 05
2019/20,Guille Amor,Guillermo Amor Torres,19,2001-01-22,179,69,Getafe CF,Spain Primera Division,58,74,525000.0,2000.0,CM,Right,749000.0,,,,Guillermo Amor Torres,Getafe CF
2019/20,W. Taïbi,Waniss Taïbi,18,2002-03-07,184,70,Angers SCO,French Ligue 1,58,76,525000.0,1000.0,"CM, CAM",Right,656000.0,,,,Waniss Taibi,Angers SCO
2019/20,R. Philippe,Rayan Philippe,19,2000-10-23,182,76,Dijon FCO,French Ligue 1,58,74,525000.0,2000.0,ST,Left,722000.0,,,59.0,Rayan Philippe,Dijon FCO
2019/20,J. Consbruch,Jomaine Ellay Consbruch,18,2002-01-26,174,62,DSC Arminia Bielefeld,German 1. Bundesliga,58,77,525000.0,1000.0,"CM, CDM",Right,606000.0,,,58.0,Jomaine Ellay Consbruch,DSC Arminia Bielefeld
2019/20,G. Bellodi,Gabriele Bellodi,19,2000-09-02,187,75,AC Milan,Italian Serie A,58,71,450000.0,3000.0,CB,Right,512000.0,,,59.0,Gabriele Bellodi,AC Milan
2019/20,Z. Ruggiero,Zak Ruggiero,19,2001-01-09,174,68,Crotone,Italian Serie A,58,71,475000.0,1000.0,"CF, ST",Right,582000.0,,,,Zak Ruggiero,Crotone
2019/20,B. Traoré,Boubacar Traoré,18,2001-08-20,183,67,FC Metz,French Ligue 1,58,74,525000.0,1000.0,CM,Right,656000.0,,,,Boubacar Traore,FC Metz
2019/20,Arambarri,Aritz Arambarri Murua,22,1998-01-31,186,76,Real Sociedad,Spain Primera Division,58,67,425000.0,3000.0,CB,Right,414000.0,,,,Aritz Arambarri Murua,Real Sociedad
2019/20,E. Damergy,Elias Imed Damergy,17,2002-10-17,187,76,Stade Rennais FC,French Ligue 1,58,71,400000.0,500.0,GK,Right,429000.0,,,,Elias Imed Damergy,Stade Rennais FC
2019/20,Atienza,Miguel Ángel Atienza Villa,21,1999-05-27,186,77,SD Eibar,Spain Primera Division,58,69,450000.0,3000.0,CM,Right,506000.0,,,,Miguel Angel Atienza Villa,SD Eibar
2019/20,M. Adopo,Michel Ndary Adopo,19,2000-07-19,187,84,Torino F.C.,Italian Serie A,58,71,475000.0,4000.0,"CM, CDM",Right,558000.0,,,,Michel Ndary Adopo,Torino F.C.
2019/20,T. Tamas,Thibault Tamas,19,2001-02-20,178,68,Montpellier Hérault SC,French Ligue 1,58,76,500000.0,2000.0,LB,Left,656000.0,,,,Thibault Tamas,Montpellier Herault SC
2019/20,N. Rovella,Nicolò Rovella,18,2001-12-04,179,70,Genoa,Italian Serie A,58,77,500000.0,700.0,CDM,Right,606000.0,,,,Nicolo Rovella,Genoa
2019/20,J. Stansfield,Jay Stansfield,17,2002-11-24,180,71,Fulham,English Premier League,58,80,650000.0,3000.0,"ST, CF",Right,798000.0,,,,Jay Stansfield,Fulham
2019/20,Molina,Adrián Molina Díaz,23,1996-11-30,178,72,Elche CF,Spain Primera Division,58,65,400000.0,3000.0,ST,Left,432000.0,,,,Adrian Molina Diaz,Elche CF
2019/20,L. Lacroix,Lenny Lacroix,17,2003-02-06,186,72,FC Metz,French Ligue 1,58,78,525000.0,500.0,CB,Right,690000.0,,,,Lenny Lacroix,FC Metz
2019/20,Christian Marques,Christian Fernandes Marques,17,2003-03-15,187,75,Wolverhampton Wanderers,English Premier League,58,80,600000.0,500.0,CB,Right,725000.0,,,,Christian Fernandes Marques,Wolverhampton Wanderers
