Season_fifa,short_name,age,dob,height_cm,weight_kg,club_name,league_name,overall,potential,value_eur,wage_eur,player_positions,preferred_foot,release_clause_eur,nation_position,nation_jersey_number,previous_edition_overall,POS,GP,MIN,ST,ON,OFF,Y,YR,R,G,A,SA,AOP,ASP,S,SOG,INT,CR,ACR,CC,BCC,CCOP,CCSP,BLK,TKL,TKLW,FC,FS,P,AP,ACRO,AW,BR,DR,DW,EG,ES,IBS,IBSOG,IBG,OBS,OBSOG,OBG,AOG,APW,DSP,OWN,TOUCH,TBOX,PFT,DL,AFZP,BLKCR,PENT,CLROL,POSL,LPOPP,PK,PKG,PKM,PKSVD,FKCR,FKACR,CRN,CRNCR,CRNW,FKS,FKSOG,FKG,GC,CS,SV,IBSV,OBSV,AKS,PKC,PKF,PKSV,CL,ECL,PUNCH,ALB,ATB,LMT,TOFF,BCM,BCS,ATTDR
2020/21,W. Khazri,30,1991-02-08,176,82,AS Saint-Étienne,French Ligue 1,76,76,7500000.0,33000.0,"ST, CAM",Right,15000000.0,,,76.0,F/M,22,1192,16,6,16,5,0,1,7,1,0,1,0,32,13,4,29,7,20,2,16,3,1,24,15,25,31,239,335,4,6,58,26,85,0,0,16,8,5,16,5,2,0,0,25,0,645,40,101,114,168,1,45,0,227,14,3,3,0,0,5,1,4,3,12,4,0,0,10,0,0,0,0,0,0,0,0,10,10,0,20,0,0,7,5,4,59
2020/21,Joel Robles,31,1990-06-17,195,90,Real Betis Balompié,Spain Primera Division,76,76,4000000.0,17000.0,GK,Right,8400000.0,,,76.0,G,18,1620,18,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,278,475,0,2,142,0,3,1,1,0,0,0,0,0,0,0,0,0,0,623,0,18,2,75,0,6,0,202,77,0,0,0,0,0,0,0,0,1,0,0,0,25,6,38,28,10,9,1,5,1,13,13,2,104,0,0,0,0,0,0
2020/21,Tomás Pina,33,1987-10-14,184,78,Deportivo Alavés,Spain Primera Division,76,76,4600000.0,24000.0,"CM, CDM",Right,10100000.0,,,76.0,M,33,2589,31,2,16,12,0,0,1,1,0,1,0,9,1,37,6,1,7,2,6,0,8,39,18,69,30,750,909,1,45,156,15,128,0,0,6,1,1,3,0,0,0,0,12,0,1219,25,159,147,374,0,23,0,213,91,0,0,0,0,0,0,0,0,2,0,0,0,40,6,0,0,0,0,0,0,0,42,42,0,30,0,0,2,0,1,19
2020/21,N. Redmond,27,1994-03-06,173,69,Southampton,English Premier League,76,76,8000000.0,49000.0,LM,Right,15200000.0,,,78.0,F/M,29,1730,17,12,4,1,0,0,2,3,0,3,0,45,13,11,29,4,29,6,26,0,2,30,17,31,15,535,697,4,10,93,39,94,0,0,29,10,2,16,3,0,0,0,37,0,1092,75,216,139,357,1,63,0,310,24,0,0,0,0,0,0,1,0,16,0,0,0,39,1,0,0,0,0,1,0,0,8,8,0,20,1,0,3,2,2,68
2020/21,N. Pallois,33,1987-09-19,189,89,FC Nantes,French Ligue 1,76,76,3600000.0,23000.0,CB,Left,7200000.0,,,78.0,D,32,2776,31,1,0,6,1,1,2,0,0,0,0,14,4,37,7,2,5,0,5,0,20,58,36,21,12,1025,1297,2,61,215,17,147,0,1,10,4,2,4,0,0,0,0,9,1,1738,18,110,113,403,2,23,1,311,172,0,0,0,0,0,0,0,0,3,0,0,0,44,5,0,0,0,0,1,0,0,153,153,0,95,0,0,3,1,1,26
2020/21,Sergi Gómez,29,1992-03-28,185,76,RCD Espanyol de Barcelona,Spain Primera Division,76,77,7000000.0,18000.0,CB,Right,15200000.0,,,77.0,D,12,921,12,0,6,3,0,0,0,0,0,0,0,3,0,7,0,0,1,0,1,0,7,5,3,3,2,638,694,0,24,30,0,31,0,0,1,0,0,2,0,0,0,0,1,0,773,2,14,31,122,2,4,0,58,76,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,1,0,0,38,38,0,38,0,0,0,0,0,0
2020/21,M. Lowton,32,1989-06-09,181,78,Burnley,English Premier League,76,76,5000000.0,31000.0,RB,Right,9500000.0,,,75.0,D,34,3060,34,0,0,5,0,0,1,1,0,1,0,21,4,56,84,12,26,7,25,0,13,54,32,19,13,821,1194,12,34,196,27,127,0,1,3,1,1,18,3,0,0,0,10,0,1957,21,262,106,483,12,159,1,554,118,0,0,0,0,1,0,0,0,15,0,0,0,47,10,0,0,0,0,0,0,0,79,79,0,108,2,0,0,0,1,40
2020/21,T. Horn,28,1993-05-12,192,90,1. FC Köln,German 1. Bundesliga,76,78,6500000.0,21000.0,GK,Left,12200000.0,,,77.0,G,34,3010,34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,879,1211,0,4,285,2,7,1,1,0,0,0,0,0,0,0,0,0,0,1475,0,38,4,170,0,5,0,342,170,0,0,0,0,0,0,0,0,1,0,0,0,59,5,97,66,30,7,0,8,1,17,17,6,309,0,0,0,0,0,2
2020/21,M. Badelj,32,1989-02-25,186,80,Genoa,Italian Serie A,76,76,5000000.0,16000.0,"CDM, CM",Right,9000000.0,,,76.0,M,30,2415,29,1,8,7,0,0,1,4,0,4,0,17,4,87,15,2,29,6,23,2,10,56,27,34,32,1290,1572,2,17,228,36,140,0,1,2,0,0,15,4,1,0,1,22,0,2042,14,269,136,637,3,80,0,365,155,0,0,0,0,3,0,2,2,4,0,0,0,35,5,0,0,0,0,0,0,0,42,42,0,125,1,0,1,1,0,46
2020/21,V. Darida,30,1990-08-08,172,67,Hertha BSC,German 1. Bundesliga,76,76,7000000.0,40000.0,"CM, CAM, CDM",Right,11900000.0,,,77.0,M,27,1913,24,3,14,5,0,1,1,6,0,6,0,27,7,27,79,16,34,7,21,7,2,34,19,27,27,699,921,8,25,120,20,105,0,0,9,4,1,18,3,0,0,0,21,0,1344,34,225,112,408,1,104,0,373,56,0,0,0,0,10,0,24,19,12,1,0,0,36,3,0,0,0,0,0,0,0,17,17,0,77,4,0,2,1,1,34
2020/21,C. Biraghi,28,1992-09-01,185,78,Fiorentina,Italian Serie A,76,76,7000000.0,44000.0,"LWB, LB, LM",Left,11900000.0,,,75.0,D,35,2809,31,4,9,8,0,0,1,5,2,4,1,25,6,27,286,65,49,10,20,24,9,42,23,27,23,907,1198,30,10,136,13,87,1,2,14,4,1,11,2,0,2,0,5,0,2041,56,294,84,624,6,303,0,616,88,0,0,0,0,45,11,85,78,32,7,1,0,49,5,0,0,0,0,0,0,0,50,50,0,52,0,0,4,2,0,29
2020/21,L. Kurzawa,28,1992-09-04,182,74,Paris Saint-Germain,French Ligue 1,76,76,7000000.0,59000.0,LB,Left,13000000.0,,,77.0,M/D,24,1662,20,4,11,6,0,1,1,1,0,1,0,15,4,36,54,9,13,2,12,0,6,40,29,45,9,876,1008,9,42,114,19,109,0,1,11,4,1,4,0,0,0,1,18,0,1476,40,171,113,427,7,58,0,254,66,0,0,0,0,0,0,0,0,10,1,0,0,16,4,0,0,0,0,2,0,0,32,32,0,10,0,0,1,2,0,29
2020/21,J. Schmid,31,1990-06-22,179,80,Sport-Club Freiburg,German 1. Bundesliga,76,76,5500000.0,25000.0,"RB, RM, RWB",Right,9900000.0,,,77.0,M/D,31,2397,27,4,10,4,0,0,2,2,0,2,0,21,9,28,92,19,24,4,21,1,10,37,19,17,17,730,947,19,15,146,19,88,0,0,10,6,2,11,3,0,0,0,13,0,1626,44,225,83,417,6,116,0,400,106,0,0,0,0,2,0,2,2,13,6,2,0,40,1,0,0,0,0,0,0,0,32,32,0,64,0,0,0,0,0,39
2020/21,J. Gouweleeuw,29,1991-07-10,188,83,FC Augsburg,German 1. Bundesliga,76,76,6500000.0,23000.0,CB,Right,11700000.0,,,76.0,D,32,2835,32,0,1,9,0,0,1,0,0,0,0,7,3,69,11,4,13,0,13,0,18,36,20,26,7,1255,1591,4,52,195,13,108,1,1,6,2,1,1,1,0,0,0,3,1,2026,15,161,107,390,2,58,0,387,224,0,0,0,0,0,0,0,0,0,0,0,0,48,6,0,0,0,0,0,0,0,147,147,0,132,1,0,3,0,0,19
2020/21,S. Zaza,30,1991-06-25,186,78,Torino F.C.,Italian Serie A,76,76,7500000.0,43000.0,ST,Left,12800000.0,,,77.0,F,29,1483,15,14,8,4,0,0,6,0,0,0,0,57,16,3,5,2,13,4,13,0,0,15,9,36,31,227,312,2,46,32,7,97,0,1,46,13,6,11,3,0,0,0,21,0,587,85,73,141,152,0,15,0,183,1,0,0,0,0,0,0,0,0,8,2,0,0,35,0,0,0,0,0,0,0,0,5,5,0,9,1,0,14,11,5,18
2020/21,R. Knoche,29,1992-05-22,190,77,1. FC Union Berlin,German 1. Bundesliga,76,76,6500000.0,28000.0,CB,Right,11700000.0,,,76.0,D,34,3043,34,0,1,4,0,0,1,0,0,0,0,12,5,49,0,0,4,0,4,0,27,44,29,36,13,1756,2084,0,70,243,8,134,1,1,12,5,1,0,0,0,0,0,7,0,2462,21,103,132,413,4,18,1,362,265,0,0,0,0,0,0,0,0,1,0,0,0,42,7,0,0,0,0,1,0,0,114,114,0,160,0,0,5,1,0,12
2020/21,T. Delaine,29,1992-03-24,180,70,FC Metz,French Ligue 1,76,76,6500000.0,19000.0,"LWB, LB, RB",Left,13000000.0,,,73.0,D,24,1779,19,5,6,4,0,0,3,2,0,2,0,18,10,24,85,15,12,1,10,0,5,32,18,21,17,472,608,15,9,85,29,86,0,1,9,7,2,9,3,1,0,0,11,0,1099,26,95,87,238,7,78,0,298,31,0,0,0,0,0,0,0,0,21,0,0,0,25,3,0,0,0,0,0,0,0,23,23,0,15,0,0,0,1,1,51
2020/21,C. Taylor,27,1993-09-18,185,70,Burnley,English Premier League,76,77,8000000.0,31000.0,LB,Left,15800000.0,,,77.0,D,29,2429,28,1,3,1,0,0,0,1,0,1,0,3,2,29,105,20,12,2,11,0,19,48,28,9,34,696,990,20,39,140,25,146,0,2,1,0,0,2,2,0,0,0,9,0,1712,11,149,90,371,14,103,0,478,96,0,0,0,0,0,0,0,0,15,0,0,0,42,8,0,0,0,0,0,0,0,73,73,0,61,0,0,1,0,0,47
2020/21,O. Yokuşlu,27,1994-03-09,191,79,RC Celta de Vigo,Spain Primera Division,76,79,8500000.0,21000.0,"CDM, CM",Right,18500000.0,,,77.0,M,16,1319,15,1,3,4,0,0,0,1,0,1,0,12,0,35,2,0,6,1,5,0,3,38,25,25,28,437,530,0,42,124,19,126,0,1,6,0,0,6,0,0,0,0,9,0,787,11,79,83,215,1,7,0,135,55,0,0,0,0,0,0,0,0,2,1,0,0,20,4,0,0,0,0,2,0,0,32,32,0,30,0,0,1,1,0,25
2020/21,O. Yokuşlu,27,1994-03-09,191,79,RC Celta de Vigo,Spain Primera Division,76,79,8500000.0,21000.0,"CDM, CM",Right,18500000.0,,,77.0,M,12,453,3,9,0,4,0,1,0,0,0,0,0,3,0,10,1,0,5,0,5,0,2,14,8,13,6,236,274,0,18,25,7,44,0,0,2,0,0,1,0,0,0,0,5,0,360,6,38,31,108,1,5,0,60,23,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,8,8,0,12,0,0,2,1,0,9
2020/21,R. Fredericks,28,1992-10-10,181,74,West Ham United,English Premier League,76,76,7000000.0,55000.0,"RB, RWB",Right,13300000.0,,,76.0,D,14,567,6,8,3,2,0,0,1,1,0,1,0,4,2,11,23,6,12,1,11,0,2,9,5,11,10,174,226,6,8,30,3,28,0,0,3,2,1,1,0,0,0,0,3,0,373,13,54,35,113,1,22,0,88,16,0,0,0,0,0,0,0,0,4,0,0,0,9,1,0,0,0,0,0,0,0,19,19,0,2,0,0,1,0,0,7
2020/21,D. Baselli,29,1992-03-12,182,75,Torino F.C.,Italian Serie A,76,76,7500000.0,41000.0,CM,Right,12800000.0,,,77.0,M,15,387,3,12,2,2,0,0,0,0,0,0,0,5,2,9,14,4,9,1,5,4,0,12,7,6,9,159,200,0,8,39,4,32,0,0,2,1,0,3,1,0,0,0,2,0,287,5,44,22,93,0,23,0,63,22,0,0,0,0,1,0,12,11,1,2,1,0,5,1,0,0,0,0,0,0,0,5,5,0,18,2,0,0,0,0,7
2020/21,Alberto Moreno,28,1992-07-05,171,65,Villarreal CF,Spain Primera Division,76,76,7000000.0,28000.0,"LB, LM",Left,14700000.0,,,77.0,M/D,9,237,2,7,2,0,0,0,0,0,0,0,0,5,0,4,7,0,0,0,0,0,2,9,4,4,3,88,100,0,0,9,5,17,0,0,3,0,0,2,0,0,0,0,0,0,161,5,25,10,45,1,7,0,24,5,0,0,0,0,0,0,0,0,2,1,0,0,3,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,0,0,7
2020/21,M. De Sciglio,28,1992-10-20,182,78,Juventus,Italian Serie A,76,76,7000000.0,58000.0,"RB, LB",Right,11600000.0,,,78.0,D,29,1457,14,15,5,4,0,1,0,1,0,1,0,3,1,27,33,8,9,1,8,0,4,29,17,22,10,705,837,8,19,107,12,70,0,0,0,0,0,3,1,0,0,0,2,0,1175,16,158,53,346,10,40,0,198,80,0,0,0,0,0,0,2,1,4,0,0,0,21,2,0,0,0,0,0,0,0,34,34,0,43,0,0,0,0,0,21
2020/21,M. De Sciglio,28,1992-10-20,182,78,Juventus,Italian Serie A,76,76,7000000.0,58000.0,"RB, LB",Right,11600000.0,,,78.0,D,1,23,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,9,11,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14,1,1,1,5,1,1,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020/21,I. Hayden,26,1995-03-22,185,79,Newcastle United,English Premier League,76,79,9000000.0,34000.0,"CDM, CM, CB",Right,17800000.0,,,77.0,M,24,1944,22,2,3,8,0,0,0,0,0,0,0,16,2,43,19,2,7,0,7,0,9,52,29,38,17,636,788,2,57,116,7,132,0,0,9,1,0,7,1,0,0,0,14,0,1133,17,105,106,249,2,20,0,216,52,0,0,0,0,0,0,0,0,6,0,0,0,33,4,0,0,0,0,0,0,0,45,45,0,29,0,0,1,0,0,10
2020/21,D. Cheryshev,30,1990-12-26,179,74,Valencia CF,Spain Primera Division,76,76,7000000.0,31000.0,LM,Left,14700000.0,,,77.0,M,21,1102,13,8,13,3,0,0,0,3,0,3,0,20,6,12,50,9,16,4,12,1,1,19,15,26,14,182,272,9,13,53,8,54,0,0,12,4,0,8,2,0,0,0,10,0,501,45,83,83,137,1,40,0,187,11,0,0,0,0,0,0,1,0,14,0,0,0,21,0,0,0,0,0,0,0,0,14,14,0,11,0,0,3,0,0,20
2020/21,L. Milivojević,30,1991-04-07,186,80,Crystal Palace,English Premier League,76,76,6500000.0,44000.0,"CDM, CM",Right,12400000.0,,,79.0,M,31,2363,27,4,8,8,0,1,1,1,0,1,0,19,7,35,38,14,21,3,9,11,6,65,34,38,33,1074,1294,1,33,157,8,139,1,1,2,2,1,17,5,0,0,0,19,0,1668,9,210,116,508,1,70,0,290,135,2,1,0,1,11,7,23,21,5,7,2,0,47,5,0,0,0,0,0,0,0,46,46,0,75,1,0,0,1,1,14
2020/21,J. Ferri,29,1992-03-12,173,73,Montpellier Hérault SC,French Ligue 1,76,76,6500000.0,24000.0,"CDM, CM",Right,13000000.0,,,73.0,M,34,2592,31,3,17,6,0,0,0,3,0,3,0,4,2,8,27,7,22,3,19,0,5,58,40,52,34,1384,1610,7,20,231,16,128,1,0,1,1,0,3,1,0,0,0,27,0,1947,15,284,185,655,5,42,1,327,169,0,0,0,0,0,0,1,0,7,0,0,0,44,3,0,0,0,0,0,0,0,13,13,0,144,2,0,0,0,0,28
2020/21,Pablo Marí,27,1993-08-31,193,87,Arsenal,English Premier League,76,78,8000000.0,60000.0,CB,Left,15800000.0,,,75.0,D,15,1350,15,0,0,2,0,0,1,0,0,0,0,6,3,14,0,0,3,0,3,0,9,21,12,12,6,805,910,0,47,59,3,75,0,2,4,2,1,2,1,0,0,0,1,0,1037,10,50,44,204,1,10,0,111,95,0,0,0,0,0,0,0,0,0,0,0,0,13,6,0,0,0,0,1,0,0,42,42,0,35,0,0,0,0,0,3
2020/21,M. Dabbur,29,1992-05-14,183,78,TSG Hoffenheim,German 1. Bundesliga,76,76,7500000.0,36000.0,ST,Right,12800000.0,,,79.0,F,29,1464,17,12,12,2,0,0,10,1,0,1,0,63,29,13,16,6,23,2,22,0,0,12,7,22,30,382,516,6,22,60,28,91,0,0,53,24,10,10,5,0,0,0,23,0,867,109,179,114,288,0,44,0,258,13,2,0,0,2,0,0,4,1,28,1,0,0,19,1,0,0,0,0,0,0,0,9,9,0,11,2,0,5,9,8,51
2020/21,T. Foket,26,1994-09-25,177,67,Stade de Reims,French Ligue 1,76,78,8500000.0,23000.0,"RB, LB",Right,17600000.0,,,77.0,M/D,37,3325,37,0,1,4,0,0,0,3,0,3,0,6,3,69,59,14,24,0,20,1,7,77,43,33,34,1197,1494,14,28,181,18,157,1,1,2,2,0,4,1,0,0,1,17,1,2363,26,233,130,483,18,72,0,482,90,0,0,0,0,0,0,0,0,13,0,0,0,49,10,0,0,0,0,0,0,0,74,74,0,92,0,0,4,0,0,30
2020/21,A. Thomasson,27,1993-12-10,177,72,RC Strasbourg Alsace,French Ligue 1,76,77,8500000.0,23000.0,"CAM, CM",Right,17600000.0,,,77.0,M,37,2635,31,6,18,6,1,1,5,1,0,0,1,47,16,22,38,8,36,6,35,0,5,36,17,52,43,842,1079,8,24,150,24,127,0,0,32,14,5,15,2,0,0,1,47,0,1549,124,317,225,526,1,59,0,416,43,0,0,0,0,0,0,3,0,22,0,0,0,41,3,0,0,0,0,0,0,0,1,1,0,45,0,0,6,4,3,47
2020/21,F. Boulaya,28,1993-02-25,179,70,FC Metz,French Ligue 1,76,76,7500000.0,20000.0,"CAM, RW",Right,15000000.0,,,72.0,F/M,33,2820,32,1,9,5,0,0,6,8,0,5,3,80,28,12,185,47,76,16,39,29,3,24,16,20,64,1017,1366,10,29,172,58,173,0,0,20,11,3,60,17,3,0,1,35,0,2055,50,405,166,697,2,281,1,651,89,2,1,0,1,35,13,119,90,24,26,6,2,34,5,0,0,0,0,1,0,0,5,5,0,114,4,0,1,2,1,92
2020/21,M. Kempf,26,1995-01-28,186,87,VfB Stuttgart,German 1. Bundesliga,76,78,8000000.0,25000.0,CB,Left,15000000.0,,,74.0,D,32,2733,32,0,7,5,0,0,2,1,0,1,0,17,6,68,10,2,10,0,8,1,25,49,26,35,38,1493,1812,2,94,207,18,198,0,1,12,4,2,5,2,0,0,0,15,1,2322,21,220,122,602,11,62,0,389,227,0,0,0,0,0,0,0,0,7,0,0,0,49,5,0,0,0,0,1,0,0,92,92,0,121,0,0,0,1,1,22
2020/21,M. Sanson,26,1994-08-18,180,73,Aston Villa,English Premier League,76,77,9000000.0,56000.0,CM,Right,17800000.0,,,79.0,M,18,1200,14,4,8,3,0,0,2,3,0,2,1,16,5,14,24,6,15,5,12,0,0,30,18,28,15,351,450,4,6,69,13,64,0,0,6,3,1,10,2,1,0,0,17,0,686,20,94,102,213,1,32,0,185,31,0,0,0,0,4,0,4,4,7,0,0,0,18,1,0,0,0,0,0,0,0,4,4,0,12,0,0,1,1,0,28
2020/21,M. Sanson,26,1994-08-18,180,73,Aston Villa,English Premier League,76,77,9000000.0,56000.0,CM,Right,17800000.0,,,79.0,M,9,291,3,6,3,3,0,0,0,0,0,0,0,2,0,4,16,1,1,0,1,0,0,7,4,6,8,117,138,1,5,19,4,24,0,0,0,0,0,2,0,0,0,0,3,0,216,4,44,18,83,0,15,0,52,8,0,0,0,0,0,0,6,4,3,0,0,0,4,0,0,0,0,0,0,0,0,1,1,0,6,0,0,2,0,0,7
2020/21,D. Lazović,30,1990-09-15,181,66,Hellas Verona,Italian Serie A,76,76,7000000.0,26000.0,"LM, RM",Right,11900000.0,,,76.0,M/D,32,2503,27,5,4,3,0,0,3,6,0,6,0,32,11,20,125,28,35,10,25,4,7,29,17,10,2,798,1040,22,17,157,20,68,0,0,20,8,2,12,3,1,0,0,16,0,1650,67,302,84,517,3,169,0,459,69,0,0,0,0,8,3,21,19,22,2,1,1,38,4,0,0,0,0,0,0,0,26,26,0,40,0,0,10,3,2,39
2020/21,A. Djiku,26,1994-08-09,182,81,RC Strasbourg Alsace,French Ligue 1,76,79,8500000.0,21000.0,CB,Right,17600000.0,,,77.0,D,30,2553,29,1,5,8,0,0,0,0,0,0,0,16,3,91,8,1,4,1,4,0,10,60,41,50,36,1131,1339,1,54,152,5,154,0,0,12,2,0,4,1,0,0,0,7,0,1743,22,93,113,303,4,16,0,236,189,0,0,0,0,0,0,1,1,2,1,1,0,37,8,0,0,0,0,2,0,0,100,100,0,114,0,0,2,4,0,6
2020/21,R. Andrich,26,1994-09-22,187,83,Bayer 04 Leverkusen,German 1. Bundesliga,76,78,9000000.0,44000.0,"CM, CDM",Right,16000000.0,,,72.0,M,29,2529,29,0,2,5,0,1,5,2,0,1,1,41,9,51,17,1,20,3,18,0,6,51,24,50,34,1125,1414,1,49,176,19,150,1,1,9,3,1,32,6,4,0,0,12,1,1822,21,223,121,481,0,44,0,369,107,0,0,0,0,0,0,0,0,7,4,1,1,32,6,0,0,0,0,0,0,0,31,31,0,73,1,0,2,1,1,26
2020/21,L. Augustinsson,27,1994-04-21,181,72,Sevilla FC,Spain Primera Division,76,77,8000000.0,23000.0,"LB, LM",Left,17400000.0,LB,6.0,76.0,D,23,1960,21,2,4,4,0,0,0,4,1,1,3,16,5,20,193,52,41,4,21,16,7,37,20,15,25,544,787,26,46,78,6,114,0,0,9,4,0,7,1,0,0,0,5,1,1430,30,123,57,316,8,198,0,444,60,0,0,0,0,35,8,71,68,21,3,1,0,34,3,0,0,0,0,1,0,0,54,54,0,26,0,0,3,0,0,10
2020/21,D. Amartey,26,1994-12-21,186,79,Leicester City,English Premier League,76,79,8500000.0,70000.0,"CB, RB, CDM",Right,16800000.0,,,73.0,D,14,870,10,4,3,3,0,0,1,0,0,0,0,3,1,12,1,0,0,0,0,0,4,12,8,3,2,428,499,0,23,67,1,38,0,0,3,1,1,0,0,0,0,0,4,0,651,7,37,33,118,2,6,0,108,45,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,0,27,27,0,21,0,0,0,0,1,3
2020/21,N. Stark,26,1995-04-14,190,88,Hertha BSC,German 1. Bundesliga,76,79,8500000.0,37000.0,"CB, CDM",Right,15100000.0,,,76.0,D,33,2793,31,2,2,2,0,0,0,0,0,0,0,11,2,42,6,2,7,1,7,0,16,49,28,42,29,1285,1551,2,69,154,2,147,0,0,11,2,0,0,0,0,0,0,4,0,1921,29,109,113,390,2,34,0,300,177,0,0,0,0,0,0,0,0,4,0,0,0,50,7,0,0,0,0,1,0,0,99,99,0,101,0,0,3,1,0,4
2020/21,F. Tait,28,1993-02-02,175,70,Stade Rennais FC,French Ligue 1,76,76,7500000.0,43000.0,"LM, LW, CM",Right,14300000.0,,,76.0,M,26,1410,16,10,9,7,0,0,1,3,0,3,0,27,10,14,31,7,21,2,15,3,3,26,11,18,32,687,806,2,10,116,24,92,0,0,15,7,1,12,3,0,0,0,14,0,1089,51,236,88,442,1,50,0,213,50,0,0,0,0,3,1,13,12,13,0,0,0,22,1,0,0,0,0,0,0,0,1,1,0,52,0,0,0,2,1,49
2020/21,A. Petagna,26,1995-06-30,190,85,Napoli,Italian Serie A,76,79,10000000.0,56000.0,ST,Left,17800000.0,,,76.0,F,32,1250,12,20,10,0,0,0,4,3,0,3,0,33,12,1,2,0,31,5,28,0,0,4,2,26,22,227,285,0,38,35,13,76,0,0,30,11,4,3,1,0,0,0,17,0,473,93,99,94,138,0,14,0,114,8,0,0,0,0,0,0,0,0,10,0,0,0,16,1,0,0,0,0,0,0,0,13,13,0,10,1,0,7,7,4,21
2020/21,Y. Sabaly,28,1993-03-05,173,67,Real Betis Balompié,Spain Primera Division,76,76,7000000.0,22000.0,"RB, RM",Right,14700000.0,,,75.0,D,33,2915,33,0,6,4,0,0,1,2,0,2,0,13,2,49,50,9,25,1,23,0,8,47,33,32,43,1323,1568,9,26,169,41,156,0,2,5,1,1,8,1,0,0,0,31,0,2419,24,285,134,607,18,55,0,442,126,0,0,0,0,0,0,0,0,10,0,0,0,47,11,0,0,0,0,1,0,0,39,39,0,37,0,0,2,0,0,71
2020/21,K. Baldé,26,1995-03-08,184,77,Cagliari,Italian Serie A,76,79,10000000.0,33000.0,"ST, LM",Right,17800000.0,,,76.0,F,25,1194,12,13,10,4,0,1,7,1,0,1,0,44,19,0,8,1,21,3,20,0,1,9,6,32,35,228,305,1,20,25,16,80,0,0,34,14,7,10,5,0,0,1,15,0,541,89,104,101,176,0,21,0,157,13,0,0,0,0,0,0,2,2,9,0,0,0,20,0,0,0,0,0,1,0,0,3,3,0,2,0,0,4,5,5,26
2020/21,M. Sportiello,29,1992-05-10,192,87,Atalanta,Italian Serie A,76,76,5000000.0,33000.0,GK,Right,8500000.0,,,76.0,G,20,1709,18,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0,2,308,391,0,5,146,0,9,2,1,0,0,0,0,0,0,0,0,0,0,573,0,7,4,43,0,0,0,86,43,0,0,0,0,0,0,0,0,0,0,0,0,32,3,47,29,18,5,0,4,1,13,13,8,82,0,0,0,0,0,0
2020/21,A. El Ghazi,26,1995-05-03,188,90,Aston Villa,English Premier League,76,77,9000000.0,56000.0,"LM, RW, LW",Right,17800000.0,,,75.0,F/M,28,1612,17,11,11,2,0,0,10,0,0,0,0,64,30,6,87,23,26,1,17,9,0,16,13,18,28,394,523,11,28,67,26,98,0,0,29,17,9,35,13,1,0,0,35,0,931,71,192,141,320,1,91,0,305,16,4,4,0,0,6,3,21,21,25,6,4,0,22,3,0,0,0,0,0,0,0,10,10,0,12,0,0,5,4,8,49
2020/21,I. Slimani,33,1988-06-18,188,83,Olympique Lyonnais,French Ligue 1,76,76,4800000.0,57000.0,ST,Right,9100000.0,,,77.0,F,18,569,4,14,2,0,0,1,3,1,0,1,0,18,7,1,3,1,11,3,10,0,1,7,5,13,6,174,235,1,15,14,4,32,0,0,17,6,2,1,1,1,0,0,7,0,329,48,81,51,132,0,14,0,88,3,0,0,0,0,0,0,0,0,1,0,0,0,5,1,0,0,0,0,0,0,0,6,6,0,2,0,0,6,3,1,9
2020/21,I. Slimani,33,1988-06-18,188,83,Olympique Lyonnais,French Ligue 1,76,76,4800000.0,57000.0,ST,Right,9100000.0,,,77.0,F,1,19,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,6,9,0,2,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,12,2,3,1,4,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020/21,M. Caldara,27,1994-05-05,187,80,Venezia FC,Italian Serie A,76,76,7000000.0,32000.0,CB,Right,,,,78.0,D,7,113,1,6,1,1,0,0,0,0,0,0,0,2,0,4,1,0,0,0,0,0,2,1,0,3,1,56,63,0,6,16,0,8,0,0,2,0,0,0,0,0,0,0,1,0,85,3,5,9,15,1,0,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,2,0,6,0,0,0,1,0,0
